0,1
0.709,0.416
0.703,0.411
0.863,0.414
0.558,0.413
0.682,0.419
0.284,0.385
0.515,0.387
0.803,0.408
0.561,0.408
0.407,0.423
0.464,0.381
0.466,0.427
0.455,0.388
0.427,0.397
0.801,0.41
0.391,0.41
0.356,0.404
0.582,0.408
0.705,0.421
0.677,0.389
0.683,0.399
0.629,0.399
0.484,0.409
0.513,0.426
0.86,0.424
0.57,0.419
0.606,0.386
0.748,0.419
0.471,0.4
0.783,0.405
0.635,0.386
0.402,0.401
0.463,0.418
0.654,0.377
0.526,0.428
0.567,0.404
0.492,0.419
0.52,0.401
0.55,0.429
0.574,0.395
0.606,0.419
0.596,0.383
0.359,0.4
0.728,0.405
0.322,0.402
0.158,0.389
0.564,0.406
0.471,0.388
0.584,0.385
0.519,0.438
0.649,0.432
0.211,0.413
0.365,0.406
0.806,0.402
0.661,0.374
0.833,0.42
0.693,0.421
0.195,0.426
0.766,0.388
0.155,0.427
0.684,0.436
0.762,0.379
0.538,0.414
0.71,0.424
0.146,0.39
0.629,0.386
0.875,0.378
0.303,0.438
0.658,0.378
0.888,0.386
0.377,0.373
0.652,0.439
0.5,0.439
0.658,0.426
0.433,0.427
0.696,0.386
0.746,0.396
0.505,0.412
0.339,0.427
0.124,0.417
0.557,0.369
0.211,0.444
0.683,0.421
0.474,0.368
0.778,0.441
0.597,0.446
0.49,0.449
0.233,0.416
0.425,0.414
0.832,0.434
0.39,0.426
0.571,0.448
0.76,0.419
0.412,0.424
0.918,0.373
0.656,0.4
0.605,0.428
0.397,0.402
0.597,0.449
0.282,0.435
0.74,0.372
0.258,0.454
0.635,0.438
0.185,0.385
0.404,0.402
0.559,0.402
0.612,0.381
0.476,0.431
0.522,0.449
0.626,0.361
0.689,0.419
0.498,0.441
0.424,0.388
0.486,0.453
0.722,0.387
0.463,0.443
0.558,0.365
0.316,0.455
0.463,0.424
0.271,0.441
0.351,0.453
0.476,0.358
0.512,0.368
0.618,0.444
0.574,0.456
0.441,0.462
0.461,0.397
0.449,0.454
0.482,0.357
0.749,0.354
0.505,0.36
0.228,0.461
0.387,0.389
0.785,0.359
0.684,0.464
0.743,0.464
0.304,0.355
0.732,0.395
0.676,0.446
0.192,0.372
0.238,0.358
0.619,0.354
0.39,0.468
0.577,0.361
0.4,0.369
0.449,0.413
0.208,0.432
0.67,0.369
0.365,0.466
0.627,0.427
0.307,0.463
0.431,0.364
0.486,0.43
0.264,0.457
0.573,0.469
0.871,0.422
0.545,0.372
0.677,0.463
0.647,0.392
0.446,0.402
0.507,0.47
0.34,0.455
0.983,0.475
0.661,0.405
0.829,0.443
0.572,0.46
0.625,0.417
0.667,0.413
0.507,0.348
0.493,0.458
0.62,0.353
0.291,0.468
0.381,0.365
0.621,0.459
0.55,0.351
0.606,0.422
0.153,0.383
0.252,0.478
0.37,0.474
0.368,0.366
0.434,0.392
0.341,0.406
0.389,0.344
0.609,0.453
0.505,0.353
0.56,0.457
0.257,0.42
0.714,0.416
0.617,0.379
0.543,0.467
0.421,0.477
0.424,0.455
0.74,0.399
0.567,0.428
0.436,0.473
0.25,0.46
0.733,0.458
0.523,0.353
0.698,0.355
0.752,0.472
0.358,0.377
0.478,0.34
0.746,0.425
0.319,0.451
0.774,0.34
0.635,0.488
0.791,0.461
0.768,0.481
0.441,0.367
0.851,0.487
0.604,0.467
0.609,0.483
0.474,0.375
0.454,0.402
0.36,0.375
0.541,0.488
0.392,0.34
0.312,0.484
0.5,0.469
0.592,0.34
0.695,0.494
0.306,0.487
0.514,0.429
0.571,0.441
0.329,0.482
0.389,0.497
0.478,0.347
0.656,0.451
0.362,0.344
0.474,0.336
0.39,0.353
0.708,0.501
0.571,0.336
0.59,0.348
0.807,0.334
0.707,0.501
0.504,0.336
0.375,0.357
0.616,0.345
0.462,0.347
0.598,0.343
0.697,0.504
0.287,0.354
0.5,0.385
0.559,0.35
0.542,0.474
0.406,0.418
0.221,0.495
0.691,0.46
0.204,0.341
0.45,0.331
0.375,0.339
0.469,0.337
0.484,0.469
0.61,0.344
0.571,0.329
0.445,0.329
0.639,0.33
0.282,0.502
0.78,0.468
0.11,0.357
0.505,0.473
0.541,0.34
0.479,0.329
0.751,0.433
0.247,0.327
0.675,0.496
0.497,0.506
0.785,0.332
0.427,0.414
0.836,0.38
0.571,0.501
0.31,0.502
0.382,0.465
0.417,0.458
0.509,0.509
0.439,0.335
0.392,0.498
0.568,0.497
0.821,0.465
0.369,0.357
0.643,0.472
0.496,0.504
0.155,0.507
0.58,0.361
0.355,0.497
0.74,0.513
0.756,0.507
0.509,0.478
0.45,0.512
0.512,0.512
0.401,0.476
0.345,0.343
0.456,0.659
0.418,0.67
0.491,0.51
0.505,0.45
0.561,0.503
0.616,0.666
0.412,0.515
0.35,0.515
0.517,0.308
0.605,0.656
0.3,0.52
0.434,0.662
0.33,0.665
0.442,0.648
0.286,0.645
0.788,0.643
0.743,0.416
0.442,0.652
0.026,0.654
0.538,0.31
0.419,0.333
0.501,0.651
0.49,0.637
0.584,0.604
0.545,0.597
0.592,0.67
0.587,0.305
0.528,0.602
0.454,0.596
0.76,0.62
0.631,0.621
0.612,0.63
0.608,0.31
0.75,0.6
0.551,0.325
0.602,0.64
0.835,0.515
0.658,0.685
0.586,0.593
0.509,0.66
0.659,0.625
0.464,0.624
