0,1,label
0.275,-0.12,1
-0.293,0.066,1
0.257,-0.155,1
0.064,-0.293,1
0.761,0.649,0
0.199,-0.225,1
-0.114,0.278,1
-0.371,0.929,0
-0.064,0.293,1
-0.971,0.24,0
0.548,-0.837,0
-0.276,0.117,1
0.818,0.576,0
0.173,0.245,1
0.21,0.978,0
-0.479,-0.878,0
0.422,-0.907,0
-0.655,0.755,0
0.231,0.192,1
-0.263,-0.144,1
-0.905,-0.425,0
0.029,0.299,1
-0.9,-0.436,0
-0.234,-0.187,1
-0.031,-1.0,0
0.665,-0.747,0
-0.186,0.235,1
0.025,-1.0,0
0.296,0.046,1
0.193,-0.23,1
0.219,0.976,0
-0.297,0.041,1
-0.919,-0.394,0
-0.296,0.05,1
-0.938,0.346,0
0.45,-0.893,0
-0.591,0.807,0
0.127,-0.272,1
-0.845,-0.535,0
-0.297,-0.045,1
0.279,0.96,0
-0.049,-0.999,0
-0.29,0.077,1
-0.571,-0.821,0
-0.996,0.092,0
0.006,0.3,1
-0.189,0.233,1
0.113,0.278,1
0.439,0.899,0
-0.79,-0.613,0
0.992,0.122,0
0.192,0.23,1
-0.215,-0.209,1
-0.775,-0.632,0
-0.116,0.277,1
-0.214,0.21,1
-0.276,-0.117,1
0.501,-0.866,0
0.3,-0.015,1
-0.054,-0.295,1
0.996,-0.092,0
-0.3,-0.017,1
0.236,-0.185,1
0.183,0.238,1
0.842,-0.54,0
0.153,-0.258,1
-0.017,0.3,1
-0.067,0.998,0
-0.909,-0.416,0
-0.018,1.0,0
0.299,0.028,1
0.959,0.284,0
-0.296,0.955,0
-0.267,0.137,1
0.818,-0.576,0
0.843,-0.538,0
-0.014,0.3,1
-1.0,-0.012,0
0.93,0.368,0
-0.43,-0.903,0
0.49,-0.872,0
-0.198,0.98,0
-0.293,0.065,1
0.287,-0.088,1
-0.17,0.247,1
-0.837,-0.548,0
0.707,-0.707,0
-0.25,-0.166,1
0.608,0.794,0
0.184,-0.237,1
-0.394,-0.919,0
0.63,-0.777,0
0.282,-0.103,1
0.104,-0.282,1
0.015,0.3,1
-0.969,-0.246,0
-0.855,0.519,0
0.479,0.878,0
0.3,0.0,1
-0.133,0.269,1
-0.132,0.991,0
0.999,-0.049,0
0.895,-0.447,0
-0.297,-0.04,1
0.256,0.157,1
-0.101,-0.995,0
0.153,-0.988,0
0.122,-0.274,1
0.249,-0.167,1
0.433,0.901,0
0.023,0.299,1
-0.3,0.008,1
0.122,0.274,1
-0.88,-0.474,0
0.182,0.238,1
0.295,0.054,1
-0.583,-0.812,0
0.265,-0.141,1
-0.039,-0.297,1
0.08,0.997,0
-0.228,0.974,0
-0.011,0.3,1
-0.561,-0.828,0
-0.184,-0.237,1
-0.261,-0.148,1
-0.757,0.653,0
-0.444,0.896,0
0.919,-0.394,0
0.094,-0.285,1
-0.292,0.07,1
-0.275,0.119,1
-0.934,-0.357,0
0.989,-0.15,0
0.023,-0.299,1
0.268,0.136,1
0.21,0.214,1
0.29,0.957,0
-0.741,0.672,0
0.034,-0.298,1
-0.006,-0.3,1
0.955,0.296,0
0.634,-0.773,0
-0.893,-0.45,0
-0.293,0.062,1
-0.93,-0.368,0
0.18,0.984,0
-0.281,0.96,0
0.083,-0.997,0
0.201,0.222,1
-0.981,-0.192,0
-0.045,0.297,1
0.117,-0.276,1
-0.138,0.99,0
-0.943,0.334,0
-0.803,-0.596,0
-0.222,-0.202,1
-0.015,1.0,0
0.166,0.25,1
0.106,-0.281,1
0.294,0.06,1
0.951,0.308,0
0.96,-0.279,0
-0.189,0.982,0
0.199,-0.224,1
0.964,-0.267,0
-0.262,-0.145,1
0.992,-0.122,0
-0.402,-0.915,0
0.914,0.405,0
0.296,0.051,1
0.285,0.092,1
0.29,-0.078,1
0.8,0.601,0
0.247,-0.17,1
0.173,0.245,1
-0.139,0.266,1
-0.165,0.25,1
-0.683,-0.731,0
0.252,-0.163,1
0.625,0.781,0
0.779,-0.627,0
-0.999,0.034,0
0.083,-0.288,1
0.783,0.622,0
0.058,0.294,1
-0.714,0.701,0
-0.96,0.281,0
-0.287,-0.086,1
-0.488,0.873,0
0.287,-0.086,1
-0.625,-0.781,0
1.0,0.003,0
0.279,-0.111,1
-0.223,0.201,1
-0.147,0.989,0
-0.812,-0.583,0
0.288,0.083,1
-0.419,-0.908,0
-1.0,0.012,0
0.261,-0.149,1
-0.918,0.397,0
-0.12,0.275,1
-0.051,0.296,1
-0.259,-0.152,1
-0.89,0.455,0
-0.897,-0.441,0
0.135,-0.268,1
0.205,0.219,1
-0.3,0.016,1
0.821,-0.571,0
1.0,-0.006,0
-0.277,0.116,1
0.13,0.27,1
0.337,-0.942,0
-0.155,-0.257,1
0.145,-0.262,1
0.176,-0.243,1
-0.186,-0.983,0
0.175,-0.244,1
-0.122,0.274,1
-0.998,-0.071,0
0.028,0.299,1
-0.581,-0.814,0
-0.998,-0.061,0
0.88,0.474,0
-0.252,0.163,1
-0.098,0.995,0
0.237,0.184,1
-0.798,0.603,0
-0.102,-0.282,1
-0.257,-0.154,1
-0.98,-0.198,0
-0.992,-0.125,0
0.237,-0.972,0
-0.246,0.171,1
-0.185,0.237,1
0.152,0.259,1
-0.181,0.239,1
0.653,0.757,0
-0.889,-0.458,0
0.299,0.023,1
0.893,-0.45,0
0.052,0.999,0
0.922,-0.388,0
-0.04,0.999,0
-0.29,-0.077,1
0.999,0.052,0
0.17,-0.247,1
-0.002,-0.3,1
0.183,-0.983,0
0.739,-0.674,0
-0.036,-0.298,1
-0.268,0.135,1
-0.051,-0.296,1
-0.958,0.287,0
-0.25,0.166,1
0.043,-0.999,0
-0.238,0.183,1
0.29,-0.076,1
0.62,-0.785,0
0.207,-0.217,1
0.115,-0.277,1
0.991,0.135,0
0.031,-1.0,0
0.077,-0.997,0
0.246,-0.171,1
-0.794,-0.608,0
0.039,-0.297,1
0.983,-0.183,0
0.067,0.998,0
0.962,-0.273,0
-0.293,-0.066,1
0.608,-0.794,0
-0.278,0.112,1
-0.265,-0.141,1
0.153,-0.258,1
0.245,-0.173,1
0.84,0.543,0
-0.61,0.792,0
0.357,0.934,0
-0.128,0.271,1
0.151,-0.259,1
0.077,0.997,0
0.878,-0.479,0
-0.296,-0.955,0
1.0,0.018,0
-0.875,-0.485,0
-0.245,0.173,1
0.971,0.24,0
0.773,0.634,0
-0.831,-0.556,0
0.812,0.583,0
0.859,-0.511,0
0.998,0.058,0
-0.735,0.678,0
0.174,-0.244,1
-0.139,-0.266,1
0.962,0.273,0
-0.731,0.683,0
-0.726,-0.687,0
0.28,-0.109,1
0.127,0.272,1
0.707,0.707,0
-0.286,-0.09,1
0.213,-0.211,1
-0.305,0.952,0
-0.979,0.204,0
0.018,-1.0,0
0.835,-0.55,0
0.23,0.193,1
-0.294,0.061,1
0.994,0.113,0
0.207,0.217,1
-0.816,0.578,0
0.085,0.288,1
0.759,0.651,0
0.296,-0.049,1
-0.36,0.933,0
0.055,0.998,0
-0.092,-0.996,0
0.606,-0.796,0
-0.989,-0.15,0
-0.999,-0.037,0
-0.144,-0.99,0
-0.072,0.291,1
0.452,0.892,0
-0.082,0.289,1
-0.3,0.015,1
0.527,0.85,0
0.578,-0.816,0
0.013,-0.3,1
-0.068,0.292,1
0.215,-0.21,1
0.065,0.293,1
0.162,-0.252,1
0.225,0.974,0
-0.217,0.207,1
-0.988,-0.153,0
-0.606,0.796,0
-0.286,0.091,1
0.591,-0.807,0
-0.255,-0.967,0
0.788,-0.615,0
0.816,0.578,0
0.287,-0.089,1
-0.578,-0.816,0
-0.297,-0.043,1
-0.298,-0.031,1
1.0,-0.028,0
-0.4,-0.917,0
-0.27,0.131,1
-0.593,0.805,0
0.299,-0.028,1
-0.952,-0.305,0
-0.872,0.49,0
-0.147,-0.261,1
0.132,0.269,1
0.298,0.037,1
0.947,-0.322,0
0.428,-0.904,0
-0.107,-0.994,0
-0.188,0.234,1
-0.558,0.83,0
-0.905,0.425,0
0.946,0.325,0
0.96,0.281,0
0.261,-0.147,1
0.128,0.271,1
0.204,-0.22,1
-0.96,0.279,0
-0.545,0.838,0
-0.295,-0.057,1
0.218,0.206,1
-0.021,0.299,1
-0.99,-0.141,0
0.195,0.228,1
0.298,-0.037,1
0.3,-0.014,1
0.471,-0.882,0
-0.955,-0.296,0
0.076,0.29,1
0.231,-0.192,1
-0.289,-0.081,1
0.49,0.872,0
-0.213,0.211,1
0.282,-0.104,1
0.741,-0.672,0
0.831,-0.556,0
-0.538,-0.843,0
-0.683,0.731,0
0.098,-0.283,1
-0.923,0.386,0
0.943,0.334,0
-0.696,0.718,0
-0.388,-0.922,0
0.118,-0.276,1
0.093,0.285,1
0.414,-0.91,0
-0.104,-0.995,0
0.869,0.496,0
0.299,0.018,1
-0.977,-0.213,0
-0.299,-0.021,1
0.086,-0.996,0
-0.299,0.022,1
-0.298,0.036,1
0.095,0.995,0
-0.122,-0.274,1
-0.773,-0.634,0
-0.984,0.18,0
0.167,0.249,1
0.954,0.299,0
0.994,-0.113,0
0.474,0.88,0
0.842,0.54,0
-0.927,0.374,0
0.828,0.561,0
-0.289,-0.08,1
-0.947,-0.322,0
-0.292,0.069,1
-0.904,0.428,0
0.34,0.941,0
0.649,-0.761,0
-0.996,0.086,0
-0.272,-0.127,1
0.293,0.065,1
-0.728,0.685,0
0.295,-0.056,1
0.3,0.003,1
0.012,-1.0,0
0.225,-0.974,0
0.192,-0.23,1
-0.172,-0.246,1
-0.199,0.225,1
-0.718,0.696,0
-0.662,0.749,0
0.222,0.202,1
-0.856,-0.517,0
-0.943,-0.334,0
0.187,-0.234,1
0.3,0.017,1
-0.012,-0.3,1
0.993,-0.116,0
0.428,0.904,0
0.261,0.149,1
0.181,0.239,1
-0.771,0.637,0
0.219,-0.976,0
-0.151,0.259,1
-0.978,-0.21,0
-0.394,0.919,0
-1.0,-0.018,0
0.368,0.93,0
-0.199,-0.225,1
-0.568,0.823,0
0.122,0.274,1
0.096,0.284,1
-0.985,0.171,0
-0.92,0.391,0
-0.251,0.164,1
-0.062,-0.293,1
0.897,-0.441,0
-0.089,-0.996,0
0.3,0.005,1
0.982,0.189,0
0.889,-0.458,0
-0.234,0.972,0
-0.187,-0.235,1
-0.705,-0.709,0
0.046,-0.999,0
-0.293,-0.063,1
0.047,0.296,1
0.913,-0.408,0
-0.233,0.189,1
0.343,0.939,0
-0.733,-0.681,0
-0.83,-0.558,0
-0.059,-0.294,1
0.23,0.192,1
0.203,0.221,1
0.976,-0.216,0
-0.141,0.265,1
-0.408,-0.913,0
-0.994,0.11,0
-0.252,-0.968,0
-0.869,0.496,0
-0.206,-0.218,1
-0.191,0.231,1
0.3,-0.006,1
0.296,0.049,1
-0.27,-0.963,0
0.302,-0.953,0
-0.969,0.246,0
0.121,-0.275,1
0.121,0.275,1
-0.147,-0.989,0
-0.052,-0.295,1
0.999,0.04,0
-0.259,0.151,1
0.455,-0.89,0
0.85,0.527,0
-0.213,0.211,1
0.934,-0.357,0
0.553,0.833,0
-0.405,-0.914,0
-0.206,-0.219,1
0.046,0.296,1
0.833,-0.553,0
0.886,0.463,0
-0.999,-0.043,0
0.294,-0.059,1
0.295,-0.054,1
-0.781,0.625,0
0.525,0.851,0
-0.3,0.005,1
-0.252,-0.163,1
0.082,0.289,1
0.16,0.254,1
0.28,0.109,1
0.377,0.926,0
0.234,0.972,0
0.447,-0.895,0
0.18,0.24,1
-0.765,0.644,0
-0.071,-0.998,0
-0.853,0.522,0
0.043,0.999,0
-0.009,-1.0,0
0.214,0.21,1
0.99,0.138,0
0.293,0.063,1
0.711,-0.703,0
0.061,-0.294,1
-0.264,0.142,1
-0.105,0.281,1
-0.867,0.498,0
0.069,-0.292,1
0.632,-0.775,0
-0.999,-0.049,0
0.043,-0.297,1
0.132,-0.269,1
0.088,0.287,1
0.12,0.275,1
0.248,0.168,1
0.127,-0.272,1
-0.506,0.862,0
-0.061,-0.294,1
-0.998,0.061,0
0.366,-0.931,0
0.103,-0.282,1
0.168,-0.248,1
-0.964,0.267,0
-0.176,0.243,1
-0.826,0.563,0
0.083,0.288,1
0.219,0.206,1
-0.29,-0.078,1
0.081,-0.289,1
0.024,0.299,1
0.277,-0.115,1
0.944,0.331,0
-0.095,-0.285,1
-0.986,-0.165,0
0.796,-0.606,0
-0.07,0.292,1
0.571,0.821,0
0.291,0.074,1
-0.201,-0.223,1
-0.903,-0.43,0
-0.142,0.264,1
0.059,0.294,1
0.159,0.254,1
0.215,0.209,1
-0.003,-1.0,0
-1.0,0.009,0
-0.692,0.722,0
0.292,0.068,1
0.925,-0.38,0
-0.571,0.821,0
0.285,-0.094,1
-0.243,0.97,0
-0.256,0.156,1
-0.931,0.366,0
0.386,0.923,0
0.105,-0.281,1
0.3,0.015,1
0.222,-0.202,1
-0.755,0.655,0
-0.243,-0.176,1
-0.548,0.837,0
-0.098,-0.284,1
-0.933,-0.36,0
-0.162,-0.252,1
0.763,-0.646,0
0.998,-0.067,0
1.0,0.009,0
0.989,-0.147,0
1.0,0.021,0
0.571,-0.821,0
0.08,-0.997,0
-0.838,0.545,0
0.328,0.945,0
-0.074,-0.291,1
-0.968,0.252,0
-0.219,0.206,1
-0.025,-0.299,1
-0.141,0.99,0
0.142,-0.264,1
0.297,0.043,1
-0.992,-0.122,0
-0.166,0.25,1
-0.279,-0.111,1
-0.228,0.195,1
-0.234,-0.972,0
-0.951,-0.308,0
-0.105,0.281,1
-0.972,-0.237,0
0.997,-0.074,0
0.543,-0.84,0
0.416,0.909,0
-0.576,-0.818,0
-0.127,0.272,1
