1,142.868,228.679,104.393,674.964,32.3995 
1,143.497,211.609,95.7391,612.348,29.5301 
1,135.725,238.917,107.583,741.271,20.8411 
1,112.825,236.92,108.04,705.84,22.6707 
1,111.208,233.1,105.575,729.775,23.6738 
1,124.955,226.696,100.565,686.435,27.8711 
1,115.85,235.894,107.106,757.213,19.6016 
1,124.97,218.095,97.4286,595.857,40.781 
1,130.712,169.527,69.4011,187.684,8.87574 
1,113.465,244.259,107.556,735.519,34.5754 
1,130.118,230.231,104.192,689.346,16.0233 
1,120.414,216.316,104.895,617.316,29.4039 
1,127.223,219.429,100.571,588.857,17.2745 
1,128.945,196,93,437,27.3359 
1,133.359,166,84,247,14.1018 
1,127.396,200.333,99.1667,486.167,26.0235 
1,137.923,231.333,99.3667,641.867,40.4909 
1,105.1,206.8,97,564.2,21.3035 
1,132.387,203.733,95.8,531.867,53.5968 
1,107.577,213.308,90.7692,514.154,45.3482 
1,127.766,187,82.3571,310.143,15.4439 
1,124.018,170.927,69.0727,217.836,13.3373 
1,132.299,203.407,90,495.407,36.9438 
1,153.542,204,87,452,1.69967 
1,125.739,169.203,69.4162,206.411,7.4125 
1,140.857,175.75,79.9167,293,6.0156 
1,132.592,164.683,68.6829,177.898,8.12365 
1,138.24,198.25,87.0556,445.389,27.2641 
1,136.251,191.686,87.1765,441.765,20.3908 
1,130.011,199.182,95.2727,520.636,12.1866 
1,120.872,226.387,101.71,746.806,16.6827 
1,144.34,174.4,77.65,302.1,10.0673 
1,106.344,231.8,111.8,726.4,28.6672 
1,141.351,224.444,107.111,668.667,30.0639 
1,128.177,206.5,94.4375,456.875,23.2244 
1,127.479,206.818,93.5909,525.432,18.7948 
1,130.767,217,97.4,648.4,24.6769 
1,123.854,213.273,100.568,645.273,34.3184 
1,122.674,183.333,80.6667,390.778,20.0838 
1,119.149,200,93.5238,488.619,29.7945 
1,111.151,193.059,88.3529,493.824,33.4662 
1,109.639,206.556,97.6667,463.556,20.2594 
1,127.919,218.872,98.0851,679.574,19.8054 
1,135.184,177,78.5,406.441,16.3119 
1,138.234,214.419,97.4419,730.814,26.1427 
1,136.76,195.696,89.5217,511.261,15.8333 
1,93.6875,220.857,99.7143,677,8.72949 
1,106.356,218.63,99.4815,719.593,19.9242 
1,139.234,211,99.7778,588.667,18.6673 
1,183.281,204,96.5,475.5,1 
1,113.981,188.722,82.0833,456,16.6258 
1,98.4196,210.286,97.5714,628,17.7798 
1,149.313,206.667,94.8333,607.667,27.3734 
1,125.569,222.707,101.439,775.134,21.6428 
1,111.445,206.586,94.3448,631.793,25.2009 
1,109.208,220,95.0833,757.417,19.7287 
1,139.498,201.214,88.0714,568.214,22.3229 
1,130.858,201.778,88.0667,471.844,16.2185 
1,141.576,213,90.7778,721.778,40.4722 
1,106.289,197.5,86.5,541.5,27.5785 
1,133.612,178.5,73.8158,347.289,18.8365 
1,140.392,204,96,583,21.8594 
1,134.625,216.929,98.7143,714.714,12.6136 
1,142.682,210.278,93.9444,628.333,25.6585 
1,139.659,211.545,91.3636,679.818,13.6145 
1,140.75,213.684,95.2105,756.368,10.7276 
1,138.65,203.2,88,641.2,39.8527 
1,143.241,186.714,82.8571,467.571,27.1022 
1,130.592,192.78,85.4,540.5,24.0794 
1,117.602,220.955,103.136,673.182,10.2498 
1,112.661,212.4,94.6,773.6,24.3389 
1,122.063,213.286,95.1429,557,22.6791 
1,124.752,229.647,109.235,806.176,6.49461 
1,122.188,200.333,90,631,22.215 
1,136.543,200.579,85.1053,450.737,16.1214 
1,123.292,205.696,91.1739,481.087,17.804 
1,100.361,230.2,105.8,821.6,17.059 
1,113.276,195,84.5417,467.417,27.2759 
1,127.676,221.455,103.091,768.455,28.9899 
1,92.7625,206.4,98,717.2,26.2298 
1,119.059,227.729,106.508,744.373,19.1598 
1,94.875,223.25,102.25,753.5,13.1601 
1,111.3,199.7,88.9,612.6,23.3369 
