0,1,label
0.495,0.661,1
0.512,0.283,1
0.825,0.856,0
0.777,0.881,0
0.447,0.121,0
0.721,0.812,1
0.668,0.489,1
0.6,0.084,0
0.685,0.098,0
0.864,0.658,0
0.59,0.456,1
0.66,0.352,1
0.25,0.878,0
0.42,0.668,1
0.584,0.285,1
0.876,0.566,0
0.927,0.584,0
0.727,0.884,0
0.449,0.365,1
0.664,0.376,1
0.462,0.584,1
0.262,0.855,0
0.82,0.79,0
0.66,0.447,1
0.764,0.572,1
0.682,0.501,1
0.332,0.314,1
0.986,0.487,0
0.72,0.398,1
0.942,0.786,0
0.293,0.542,1
0.127,0.393,0
0.195,0.476,1
0.265,0.343,1
0.551,0.785,1
0.894,0.312,0
0.404,0.509,1
0.603,0.262,1
0.61,0.42,1
0.784,0.924,0
0.908,0.38,0
0.465,0.64,1
0.279,0.478,1
0.101,0.726,0
0.479,0.933,0
0.487,0.059,0
0.775,0.654,1
0.601,0.185,0
0.104,0.345,0
0.522,0.654,1
0.433,0.082,0
0.797,0.1,0
0.48,0.356,1
0.846,0.236,0
0.33,0.682,1
0.737,0.602,1
0.352,0.265,1
0.883,0.46,0
0.496,0.673,1
0.424,0.769,1
0.511,0.398,1
0.211,0.086,0
0.519,0.089,0
0.412,0.428,1
0.647,0.577,1
0.63,0.65,1
0.041,0.574,0
0.804,0.405,0
0.97,0.777,0
0.259,0.141,0
0.854,0.396,0
0.188,0.12,0
0.456,0.448,1
0.56,0.372,1
0.535,0.199,1
0.823,0.478,0
0.251,0.204,0
0.449,0.745,1
0.252,0.791,0
0.697,0.639,1
0.435,0.144,0
0.474,0.806,1
0.922,0.66,0
0.292,0.2,1
0.174,0.722,0
0.375,0.372,1
0.6,0.937,0
0.291,0.94,0
0.775,0.592,1
0.825,0.78,0
0.158,0.09,0
0.616,0.898,0
0.615,0.947,0
0.132,0.71,0
0.605,0.723,1
0.162,0.742,0
0.41,0.338,1
0.37,0.089,1
0.612,0.374,1
0.499,0.571,1
0.453,0.417,1
0.594,0.675,1
0.707,0.59,1
0.0,0.517,0
0.392,0.072,0
0.44,0.088,0
0.007,0.687,0
0.258,0.479,1
0.165,0.269,0
0.484,0.198,1
0.047,0.255,0
0.966,0.587,0
0.204,0.13,0
0.199,0.825,0
0.663,0.461,1
0.384,0.477,1
0.35,0.515,1
0.462,0.962,0
0.088,0.432,0
0.391,0.693,1
0.296,0.369,1
0.361,1.0,0
0.458,0.468,1
0.032,0.671,0
0.446,0.612,1
0.12,0.666,0
0.622,0.556,1
0.82,0.255,0
